#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESC1900906;[From.GetBestName] stands up before the assembled Lords and proposes to deliver an ultimatum to [Root.Liege.GetTitledFirstName] demanding a reduction of the taxes collected by the crown.;;;;;;;;;;;;;x;
EVTOPTA1900906;Yes, the current level of taxation is unjust;;;;;;;;;;;;;x;
EVTOPTB1900906;No, the laws should stay as they are;;;;;;;;;;;;;x;
EVTDESC1900907;[From.GetBestName] stands up before the assembled Lords and proposes to deliver an ultimatum to [Root.Liege.GetTitledFirstName] demanding a change in the tax privilege law to the benefit of vassal lords.;;;;;;;;;;;;;x;
EVTOPTA1900907;Yes, such privileges are our traditional right;;;;;;;;;;;;;x;
EVTOPTB1900907;No, the laws should stay as they are;;;;;;;;;;;;;x;
EVTDESC1900908;[From.GetBestName] stands up before the assembled Lords and proposes to deliver an ultimatum to [Root.Liege.GetTitledFirstName] demanding a change in the levy privilege law to the benefit of vassal lords.;;;;;;;;;;;;;x;
EVTOPTA1900908;Yes, we have the right to dispose over our own levies;;;;;;;;;;;;;x;
EVTOPTB1900908;No, the laws should stay as they are;;;;;;;;;;;;;x;
EVTDESC1900909;[From.GetBestName] stands up before the assembled Lords and proposes to deliver an ultimatum to [Root.Liege.GetTitledFirstName] demanding a change in the council laws to allow councillors to serve for life.;;;;;;;;;;;;;x;
EVTOPTA1900909;Yes, stability at the court benefits us all;;;;;;;;;;;;;x;
EVTOPTB1900909;No, the laws should stay as they are;;;;;;;;;;;;;x;
EVTDESC50900;I deserve my freedom. I should offer to pay a ransom for my release.;;;;;;;;;;;;;x;
EVTOPTA50900;Make my request;;;;;;;;;;;;;x;
EVTDESC50901;My prisoner, [From.GetBestName], is offering to pay a ransom for [From.GetHerHis] freedom.;;;;;;;;;;;;;x;
EVTOPTA50901;Accept the ransom;;;;;;;;;;;;;x;
EVTOPTB50901;Let [From.GetHerHim] rot;;;;;;;;;;;;;x;
EVTDESC68010;A Thieves' Guild has been established in [Root.GetName].;Mon inaptitude pour l’intendance a entraîné l’établissement d’une Guilde de voleurs à [Root.GetName].;Aufgrund meiner etwas hapernden Verwaltungsfähigkeit hat sich in [Root.GetName] eine Diebesgilde eingerichtet.;;Debido a mi incapacidad administrativa se ha establecido una banda de ladrones en [Root.GetName].;;;;;;;;;x
EVTOPTA68010;They have not stolen any of my property yet;Ils n’ont encore volé aucun de mes biens.;Noch haben sie mir nichts gestohlen;;Aún no me han robado nada;;;;;;;;;x
EVTDESC68011;Thanks to my tireless efforts, the Thieves' Guild in [Root.GetName] has been eradicated.;Grâce à mes compétences en matière d’intendance, la Guilde de voleurs de [Root.GetName] a été éradiquée.;Dank meiner klugen Verwaltung von [Root.GetName] wurde die hiesige Diebesgilde ausgerottet.;;Gracias a mi buena administración de [Root.GetName], la banda de ladrones ha sido eliminada.;;;;;;;;;x
EVTOPTA68011;It is good to be the [Root.County.Holder.PrimaryTitle.GetRulerTitle]!;C’est bon d’être le(la) [Root.County.Holder.PrimaryTitle.GetRulerTitle] !;Es ist gut, der [Root.County.Holder.PrimaryTitle.GetRulerTitle] zu sein!;;¡Es bueno ser el [Root.County.Holder.PrimaryTitle.GetRulerTitle]!;;;;;;;;;x
EVTDESC68020;A Smugglers' Ring has formed in [Root.GetName].;Mes piètres talents de diplomate ont permis à un Cercle de contrebandiers de se créer à [Root.GetName].;Meine mangelnde Diplomatiefähigkeit hat in [Root.GetName] zum Aufkommen eines Schmugglerrings geführt.;;Debido a mi escasa diplomacia ha surgido una red de contrabandistas en [Root.GetName].;;;;;;;;;x
EVTOPTA68020;I don't see how this matters to me?;Je ne vois pas en quoi cela me concerne.;Und warum sollte mich das kümmern?;;No veo cómo me afecta esto a mí.;;;;;;;;;x
EVTDESC68021;Thanks to my tireless efforts, the Smugglers' Ring in [Root.GetName] has been destroyed. The head of the last smuggler is now rotting on a pike outside the city gates.;Grâce à mes grandes compétences diplomatiques, le Cercle de contrebandiers de [Root.GetName] a été éradiqué. La tête du dernier contrebandier pourrit désormais au bout d’une pique devant les portes de la cité.;Dank meiner großartigen Diplomatiefähigkeit wurde der Schmugglerring in [Root.GetName] vernichtet. Der Kopf des letzten Schmugglers verrottet nun auf einem Spieß vor den Stadttoren.;;Gracias a mi habilidad diplomática, la red de contrabandistas de [Root.GetName] ha sido destruida. El jefe del último contrabandista se pudre ahora empalado en una pica fuera de la villa.;;;;;;;;;x
EVTOPTA68021;I am such a great [Root.County.Holder.PrimaryTitle.GetRulerTitle];Je suis un(e) grand(e) [Root.County.Holder.PrimaryTitle.GetRulerTitle].;Ich bin als [Root.County.Holder.PrimaryTitle.GetRulerTitle] so großartig!;;Soy un gran [Root.County.Holder.PrimaryTitle.GetRulerTitle];;;;;;;;;x
EVTDESC68030;Bands of robbers are roaming the countryside in [Root.GetName], killing and stealing. They are too craven to attack my castles though.;À cause de mon manque de discernement dans le domaine martial, des bandes de voleurs sillonnent les campagnes de [Root.GetName]. Ils sont cependant trop lâches pour attaquer mes châteaux.;Aufgrund meiner mittelmäßigen Fähigkeiten in der Kriegskunst ziehen nun in [Root.GetName] Räuberbanden umher. Zum Angriff auf meine Burgen sind sie aber zu feige.;;Debido a mis escasos conocimientos militares, bandas de ladrones vagan por los campos de [Root.GetName]. Aunque son demasiado cobardes para atacar mis castillos.;;;;;;;;;x
EVTOPTA68030;I am safe inside my walls..;Je suis en sécurité entre mes murs.;Hinter meinen Mauern bin ich sicher.;;Estoy a salvo dentro de mis muros...;;;;;;;;;x
EVTDESC68031;I have rounded up and executed the robber bands that were plaguing [Root.GetName]!;Grâce à mes grandes compétences martiales, j’ai fait arrêter et exécuter les bandes de voleurs qui sévissaient à [Root.GetName] !;Dank meiner großartigen Kriegskunstfähigkeit konnte ich die [Root.GetName] heimsuchenden Räuberbanden zusammentreiben und hinrichten!;;¡Con mi gran habilidad militar he acorralado y ejecutado a las bandas de ladrones que plagaban [Root.GetName]!;;;;;;;;;x
EVTOPTA68031;Call me [Root.County.Holder.GetTitledFirstName] the Great!;Qu’on m’appelle [Root.County.Holder.GetTitledFirstName] le(la) Grand(e) !;Nennt mich Eure Herrlichkeit, [Root.County.Holder.GetTitledFirstName]!;;¡Llamadme [Root.County.Holder.GetTitledFirstName] el Magno!;;;;;;;;;x
EVTDESC110068;I have reclaimed the Byzantine Empire for the Orthodox faith. The title of Augustus is rightfully mine.;;;;;;;;;;;;;x;
EVTDESC110069;Following a faith completely different from Catholicism, I cannot legitimately claim to be Latin Emperor.;;;;;;;;;;;;;x;
EVTDESC110074;Following a faith completely different from Orthodoxy, I cannot legitimately claim to be Byzantine Emperor.;;;;;;;;;;;;;x;
EVTDESC39254;The Holy Father has refused to lift the excommunication against me.;;;;;;;;;;;;x;;;
EVTOPTA39254;Ill news...;;;;;;;;;;;;x;;;
EVTDESC1008901;The Crusade was a great success and now I must decide whether to request a fief in the captured lands for one of my relatives.;;;;;;;;;;;;x;;;
EVTOPTA1008901;Request a fief for my son;;;;;;;;;;;;x;;;
EVTOPTB1008901;Request a fief for my brother;;;;;;;;;;;x;;;
EVTOPTC1008901;Request a fief for a relative;;;;;;;;;;;x;;;
EVTOPTD1008901;No, our victory belongs to God;;;;;;;;;;;;x;;;
EVTDESC1008902;I have distributed fiefs in my new lands among the relatives of the Crusading lords.;;;;;;;;;;;;x;;;
EVTDESC110044;A new [Root.GetTitle] now rules [Root.PrimaryTitle.GetName].;un nouveau [Root.GetTitle] dirige maintenant [Root.PrimaryTitle.GetName].;;;;;;;;;;x;;;
EVTDESC1901050;At the last meeting of the Princely Faction, there was many complaints about the burdensome crown duties. The whole faction has signed a petition to [Root.Liege.GetTitledFirstName] requesting a change in tax privilege laws.;Lors de la dernière réunion de la faction princière, il y avait beaucoup de plaintes concernant les droits de la couronne. La faction entière a signé une pétition contre [Root.Liege.GetTitledFirstName] demandant un changement des privilèges fiscaux.;;;;;;;;;;;x;;
EVTOPTA1901050;Send the petition;Envoyer la pétition;;;;;;;;;;x;;;
EVTDESC1901051;The burdensome tax privileges of the crown are an unjust imposition on the traditional rights of vassal lords. The Princely Faction formally requests a change in the tax privileges law.\n\nSigned,\n[From.GetTitledName];Les privilèges fiscaux de la couronne sont injuste et vont à l'encontre des droits traditionnaux. La faction princière vous demande formellement de changer la loi de l'impôt sur les privilèges \n\nSigné,\n[From.GetTitledName];;;;;;;;;;;;x;
EVTDESC1901052;[Root.Liege.GetTitledFirstName] has agreed to change the tax privilege law at the request of the Princely Faction.;[Root.Liege.GetTitledFirstName] a accepté de modifier la loi sur les privilèges fiscaux à la demande de la faction princière.;;;;;;;;;;x;;;
EVTOPTA1901052;Good!;Bien !;;;;;;;;;;x;;;
EVTDESC1901053;[Root.Liege.GetTitledFirstName] has refused to change the tax privilege law at the request of the Princely Faction.;[Root.Liege.GetTitledFirstName] a refusé de modifier la loi sur les privilèges fiscaux à la demande de la faction princière.;;;;;;;;;;x;;;
EVTOPTA1901053;[Root.Liege.GetSheHeCap] will regret this...;[Root.Liege.GetSheHeCap] va le regretter...;;;;;;;;;;x;;;
EVTDESC1902050;At the last meeting of the Republican Faction, there was many complaints about the burdensome crown duties. The whole faction has signed a petition to [Root.Liege.GetTitledFirstName] requesting a change in tax privilege laws.;Lors de la dernière réunion de la faction républicaine il y avait beaucoup de plaintes concernant les droits de la couronne. La faction entière a signé une pétition contre [Root.Liege.GetTitledFirstName] demandant un changement des privilèges fiscaux.;;;;;;;;;;;x;;
EVTOPTA1902050;Send the petition;Envoyer la pétition;;;;;;;;;;x;;;
EVTDESC1902051;The burdensome tax privileges of the crown are an unjust imposition on the traditional rights of vassal lords. The Republican Faction formally requests a change in the tax privileges law.\n\nSigned,\n[From.GetTitledName];Les privilèges fiscaux de la couronne sont injuste et vont à l'encontre des droits traditionnaux. La faction républicaine vous demande formellement de changer la loi de l'impôt sur les privilèges \n\nSigné,\n[From.GetTitledName];;;;;;;;;;;;x;
EVTDESC1902052;[Root.Liege.GetTitledFirstName] has agreed to change the tax privilege law at the request of the Republican Faction.;[Root.Liege.GetTitledFirstName] a accepté de modifier la loi sur les privilèges fiscaux à la demande de la faction républicaine.;;;;;;;;;;x;;;
EVTOPTA1902052;Good!;Bien !;;;;;;;;;;x;;;
EVTDESC1902053;[Root.Liege.GetTitledFirstName] has refused to change the tax privilege law at the request of the Republican Faction.;[Root.Liege.GetTitledFirstName] a refusé de modifier la loi sur les privilèges fiscaux à la demande de la républicaine.;;;;;;;;;;x;;;
EVTOPTA1902053;[Root.Liege.GetSheHeCap] will regret this...;[Root.Liege.GetSheHeCap] va le regretter...;;;;;;;;;;x;;;
EVTDESC1903050;At the last meeting of the Religious Faction, there was many complaints about the burdensome crown duties. The whole faction has signed a petition to [Root.Liege.GetTitledFirstName] requesting a change in tax privilege laws.;Lors de la dernière réunion de la faction religieuse, il y avait beaucoup de plaintes concernant les droits de la couronne. La faction entière a signé une pétition contre [Root.Liege.GetTitledFirstName] demandant un changement des privilèges fiscaux.;;;;;;;;;;;x;;
EVTOPTA1903050;Send the petition;Envoyer la pétition;;;;;;;;;;x;;;
EVTDESC1903051;The burdensome tax privileges of the crown are an unjust imposition on the traditional rights of vassal lords. The Religious Faction formally requests a change in the tax privileges law.\n\nSigned,\n[From.GetTitledName];Les privilèges fiscaux de la couronne sont injuste et vont à l'encontre des droits traditionnaux. La faction religieuse vous demande formellement de changer la loi de l'impôt sur les privilèges \n\nSigné,\n[From.GetTitledName];;;;;;;;;;;;x;
EVTDESC1903052;[Root.Liege.GetTitledFirstName] has agreed to change the tax privilege law at the request of the Religious Faction.;[Root.Liege.GetTitledFirstName] a accepté de modifier la loi sur les privilèges fiscaux à la demande de la faction religieuse.;;;;;;;;;;x;;;
EVTOPTA1903052;Good!;Bien !;;;;;;;;;;x;;;
EVTDESC1903053;[Root.Liege.GetTitledFirstName] has refused to change the tax privilege law at the request of the Religious Faction.;[Root.Liege.GetTitledFirstName] a refusé de modifier la loi sur les privilèges fiscaux à la demande de la faction religieuse.;;;;;;;;;;x;;;
EVTOPTA1901053;[Root.Liege.GetSheHeCap] will regret this...;[Root.Liege.GetSheHeCap] va le regretter...;;;;;;;;;;x;;;
EVTDESC1904040;At the last meeting of the Court Faction, there was many complaints about [Root.Liege.GetTitledFirstName]'s absolute power over council appointments. The whole faction has signed a petition to [Root.Liege.GetTitledFirstName] requesting an adjustment in council terms.;Lors de la dernière réunion de la faction courtisane, il y avait beaucoup de plaintes concernant les droits de la couronne. La faction entière a signé une pétition contre [Root.Liege.GetTitledFirstName] demandant un changement des privilèges fiscaux.;;;;;;;;;;;x;;
EVTOPTA1904040;Send the petition;Envoyer la pétition;;;;;;;;;;x;;;
EVTDESC1904041;The constant appointment and firing of councillors is creating instability and misrule at court. The Court Faction formally requests a change in the laws to allow councillors to serve for life.\n\nSigned,\n[From.GetTitledName];Les privilèges fiscaux de la couronne sont injuste et vont à l'encontre des droits traditionnaux. La faction courtisane vous demande formellement de changer la loi de l'impôt sur les privilèges \n\nSigné,\n[From.GetTitledName];;;;;;;;;;;x;;
EVTDESC1904042;[Root.Liege.GetTitledFirstName] has agreed to institute the Lifetime Appointment law at the request of the Court Faction.;[Root.Liege.GetTitledFirstName] a accepté de modifier la loi sur les privilèges fiscaux à la demande de la faction courtisane.;;;;;;;;;;x;;;
EVTOPTA1904042;Good!;Bien !;;;;;;;;;;x;;;
EVTDESC1904043;[Root.Liege.GetTitledFirstName] has refused to institute the Lifetime Appointment law at the request of the Court Faction.;[Root.Liege.GetTitledFirstName] a refusé de modifier la loi sur les privilèges fiscaux à la demande de la faction courtisane.;;;;;;;;;;x;;;
EVTOPTA1904043;[Root.Liege.GetSheHeCap] will regret this...;[Root.Liege.GetSheHeCap] va le regretter...;;;;;;;;;;x;;;
EVTDESC1904051;The burdensome tax privileges of the crown are an unjust imposition on the traditional rights of vassal lords. The Court Faction formally requests a change in the tax privileges law.\n\nSigned,\n[From.GetTitledName];Les privilèges fiscaux de la couronne sont injuste et vont à l'encontre des droits traditionnaux. La faction courtisane vous demande formellement de changer la loi de l'impôt sur les privilèges \n\nSigné,\n[From.GetTitledName];;;;;;;;;;;;x;
EVTDESC2500000;The Civil War has weakened the authority of the crown to the point where my own distant and disconnected realm cannot be considered a part of [Root.Liege.PrimaryTitle.GetName] any longer.;La guerre civile a affaibli l'autorité de la couronne, au point où mon propre royaume lointain ne peut plus être considéré comme une partie de [Root.Liege.PrimaryTitle.GetName].;;;;;;;;;;x;;;
EVTOPTA2500000;Declare independence!;Déclarer l'indépendance!;;;;;;;;;;x;;;
EVTOPTB2500000;No, I remain faithful to [Root.Liege.PrimaryTitle.GetName];Non, je reste fidèle au [Root.Liege.PrimaryTitle.GetName];;;;;;;;;;x;;;
EVTDESC2500001;The Civil War has weakened the authority of the crown to the point where [From.GetTitledName] has become effectively independent.;La guerre civile a affaibli l'autorité de la couronne, [From.GetTitledName] est devenu indépendant.;;;;;;;;;;x;;;
EVTOPTA2500001;Oh no!;Oh non !;;;;;;;;;;x;;;
EVTDESC6601;The illness sent me into a deep sleep in which I spent days moaning and trashing about in my fevered delirium. When I woke, the fever had broken but the world had gone dark.;La maladie m'a plongé dans un profond sommeil et j'ai passé des journées à gémir dans mon délire fiévreux. Lorsque je me suis réveillé, la fièvre avait disparu, mais le monde était devenu sombre.;;;;;;;;;;x;;;
EVTOPTA6601;I cannot see!;Je ne vois rien !Je ne vois pas !;;;;;;;;;;x;;;
EVTDESC1500051;I have learned that [From.GetTitledName] has laid claim to one of my titles on the grounds of ancestral inheritance.;J'ai appris que [From.GetTitledName] a revendiqué l'un de mes titres sur la base de l'héritage ancestral.;;;;;;;;;;x;;;
EVTOPTA1500051;[From.GetSheHeCap] better not try anything!;[From.GetSheHeCap] ferait bien de ne rien tenter !;;;;;;;;;;x;;;
EVTDESC1901000;At the last meeting of the Princely Faction, many voices were raised against [Root.Liege.GetTitledFirstName]'s heavy-handed rule under the current crown laws. The whole faction has agreed to demand a reduction in crown authority from [Root.Liege.GetTitledFirstName], at the threat of war.;Lors de la dernière réunion de la faction féodale, de nombreuses voix se sont élevées contre [Root.Liege.GetTitledFirstName] considérant les règles du royaume trop contraignantes. La faction entière a décidé de demander une réduction de l'autorité de la couronne et menace de prendre les armes.;;;;;;;;;;;x;;
EVTOPTA1901000;Send the ultimatum!;Envoyer l'ultimatum !;;;;;;;;;;x;;;
EVTOPTA1901001;[Root.Liege.GetTitledFirstName] must bend to our demands;[Root.Liege.GetTitledFirstName] doit se plier à nos exigences;;;;;;;;;;x;;;
EVTDESC1901002;For too long, the crown has restricted our historic rights and liberties. The time has come to lower the Crown Authority! Submit to this demand peacefully or face the consequences. Rest assure that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];Pendant trop longtemps, la couronne a restreint nos droits historiques et nos libertés. Le temps est venu de réduire l'Autorité royale! Soumettez-vous pacifiquement ou subissez-en les conséquences. Soyez assuré que nous sommes nombreux et déterminés ...\n\nSigné,\n[From.GetTitledName];;;;;;;;;;x;;;
EVTDESC1901003;[Root.Liege.GetTitledFirstName] has refused our demands to lower crown authority in [Root.Liege.PrimaryTitle.GetName].;[Root.Liege.GetTitledFirstName] a refusé la demande de réduire l'autorité de la couronne dans [Root.Liege.PrimaryTitle.GetName].;;;;;;;;;;;x;;
EVTOPTA1901003;[Root.Liege.GetSheHeCap] will regret this...;[Root.Liege.GetSheHeCap] va le regretter...;;;;;;;;;;x;;;
EVTDESC1901004;[Root.Liege.GetTitledFirstName] has agreed to our demands and lowered crown authority in [Root.Liege.PrimaryTitle.GetName].;[Root.Liege.GetTitledFirstName] a accepté nos demandes et réduit l'autorité de la couronne dans [Root.Liege.PrimaryTitle.GetName].;;;;;;;;;;;x;;
EVTOPTA1901004;Wonderful!;Fantastique !;Wonderful!;;;;;;;;;;x;;
EVTDESC1901010;At the last meeting of the Princely Faction, there was widespread praise and support for [Root.Liege.GetTitledFirstName]. The whole faction has agreed to provide additional levies, if our liege should require them.;Lors de la dernière réunion de la faction féodale, bon nombre d'entre nous ont fait l'éloge et ont affirmé leur soutien à [Root.Liege.GetTitledFirstName]. La faction entière a accepté de fournir des levées militaires supplémentaires, au cas où notre seigneur en ai besoin.;;;;;;;;;;;x;;
EVTOPTA1901010;Notify [Root.Liege.GetTitledFirstName];Prévenez [Root.Liege.GetTitledFirstName];;;;;;;;;;x;;;
EVTDESC1901011;My liege, as you well know, the Princely Faction of [Root.PrimaryTitle.GetName] are your most loyal subjects. To show our devotion, we have decided to allow you to raise additional levies from our household troops, if you should need them.\n\nSigned,\n[From.GetTitledName];Mon seigneur, comme vous le savez, la faction féodale dirigée par [Root.PrimaryTitle.GetName] représente vos plus fidèles sujets. Afin de vous prouver notre dévouement, nous avons décidé de vous permettre d'augmenter les prélèvements supplémentaires de nos troupes, au cas où vous devriez en avoir besoin.\n\nSigné,\n[From.GetTitledName];;;;;;;;;;;x;;
EVTOPTA1901011;Excellent;Excellent;;;;;;;;;;x;;;
EVTDESC1901020;At the last meeting of the Princely Faction, there was widespread praise and support for [Root.Liege.GetTitledFirstName]. The whole faction has agreed to make a financial contribution to our liege, to show our loyalty.;Lors de la dernière réunion de la faction féodale, bon nombre d'entre nous ont fait l'éloge et ont affirmé leur soutien a [Root.Liege.GetTitledFirstName]. Afin de prouver notre loyauté à notre seigneur, la faction entière s'est engagée à apporter une contribution financière supplémentaire.;;;;;;;;;;;x;;
EVTOPTA1901020;Notify [Root.Liege.GetTitledFirstName];Prévenez [Root.Liege.GetTitledFirstName];;;;;;;;;;x;;;
EVTDESC1901021;My liege, as you well know, the Princely Faction of [Root.PrimaryTitle.GetName] are your most loyal subjects. To show our devotion, we send this tribute of gold and silver.\n\nSigned,\n[From.GetTitledName];Mon seigneur, comme vous le savez, la faction féodale dirigée par [Root.PrimaryTitle.GetName] représente vos plus fidèles sujets. Afin de vous prouver notre dévouement, nous vous faisons parvenir ce tribut d'or et d'argent.\n\nSigné,\n[From.GetTitledName];;;;;;;;;;;x;;
EVTOPTA1901021;Excellent;Excellent;;;;;;;;;;x;;;
EVTDESC1901030;At the last meeting of the Princely Faction, there was many complaints about the heavy taxation of feudal lords. The whole faction has signed a petition to [Root.Liege.GetTitledFirstName] requesting relief from taxation.;Lors de la dernière réunion de la faction féodale, il y eut beaucoup de plaintes au sujet de la lourde imposition des seigneurs féodaux. La faction entière a signé une pétition pour [Root.Liege.GetTitledFirstName] demandant l'allégement de l'impôt.;;;;;;;;;;;x;;
EVTOPTA1901030;Send the petition;Envoyer la pétition;;;;;;;;;;x;;;
EVTDESC1901031;The tax demands placed on your faithful vassals is impoverishing our realms and endangering our ability to give military service to the crown. The Princely Faction formally requests a reduction in the tax burden on its members.\n\nSigned,\n[From.GetTitledName];Les taxes imposées à vos fidèles vassaux appauvrit nos domaines et mettent en danger notre capacité à offrir un support militaire à la couronne. La faction féodale vous demande formellement de réduire la charge fiscale pesant sur ses membres.\n\nSigné,\n[From.GetTitledName];;;;;;;;;;;;x;
EVTDESC1901032;[Root.Liege.GetTitledFirstName] has agreed to reduce feudal taxation at the request of the Princely Faction.;[Root.Liege.GetTitledFirstName] a accepté la demande de la faction féodale de réduire la fiscalité féodale.;;;;;;;;;;x;;;
EVTOPTA1901032;Good!;Bien !;;;;;;;;;;x;;;
EVTDESC1901033;[Root.Liege.GetTitledFirstName] has refused to reduce feudal taxation at the request of the Princely Faction.;[Root.Liege.GetTitledFirstName] a refusé la demande de la faction féodale de réduire la fiscalité féodale.;;;;;;;;;;x;;;
EVTOPTA1901033;[Root.Liege.GetSheHeCap] will regret this...;[Root.Liege.GetSheHeCap] va le regretter...;;;;;;;;;;x;;;
EVTDESC1901040;At the last meeting of the Princely Faction, there was many complaints about the heavy military duties required by the crown. The whole faction has signed a petition to [Root.Liege.GetTitledFirstName] requesting a reduction of military duties.;Lors de la dernière réunion de la faction féodale, il y eut beaucoup de plaintes concernant l'importance des levées militaires exigées par la couronne. La faction entière a signé une pétition pour [Root.Liege.GetTitledFirstName] demandant une réduction des obligations militaires.;;;;;;;;;;;x;;
EVTOPTA1901040;Send the petition;Envoyer la pétition;;;;;;;;;;x;;;
EVTDESC1901041;The military duties required of feudal lords by the crown are in violation of the ancient rights and accords that govern the land. The Princely Faction formally requests a reduction in the military duties of its members.\n\nSigned,\n[From.GetTitledName];Les obligations militaires requises par la couronne sont en violation avec les droits anciens et les accords qui régissent le pays. La faction féodale demande formellement une de réduction des devoirs militaires de ses membres.\n\nSigné,\n[From.GetTitledName];;;;;;;;;;;x;;
EVTDESC1901042;[Root.Liege.GetTitledFirstName] has agreed to reduce feudal military duties at the request of the Princely Faction.;À la demande de la faction féodale[Root.Liege.GetTitledFirstName] a accepté de réduire les obligations militaires féodales.;;;;;;;;;;x;;;
EVTOPTA1901042;Good!;Bien !;;;;;;;;;;x;;;
EVTDESC1901043;[Root.Liege.GetTitledFirstName] has refused to reduce feudal military duties at the request of the Princely Faction.;[Root.Liege.GetTitledFirstName] a refusé  la demande de la faction princière de réduire les obligations militaires féodales.;;;;;;;;;;x;;;
EVTOPTA1901043;[Root.Liege.GetSheHeCap] will regret this...;[Root.Liege.GetSheHeCap] va le regretter...;;;;;;;;;;x;;;
EVTDESC1902000;At the last meeting of the Republican Faction, many voices were raised against [Root.Liege.GetTitledFirstName]'s heavy-handed rule under the current crown laws. The whole faction has agreed to demand a reduction in crown authority from [Root.Liege.GetTitledFirstName], at the threat of war.;Lors de la dernière réunion de la faction républicaine, de nombreuses voix se sont élevées contre [Root.Liege.GetTitledFirstName] considérant les règles du royaume trop contraignantes. La faction entière a decidé de demander une réduction de l'autorité de la couronne et menace de prendre les armes.;;;;;;;;;;;x;;
EVTOPTA1902000;Send the ultimatum!;Envoyer l'ultimatum !;;;;;;;;;;x;;;
EVTOPTA1902001;[Root.Liege.GetTitledFirstName] must bend to our demands;[Root.Liege.GetTitledFirstName] doit se plier à nos exigences;;;;;;;;;;x;;;
EVTDESC1902002;For too long, the crown has restricted our historic rights and liberties. The time has come to lower the Crown Authority! Submit to this demand peacefully or face the consequences. Rest assure that I have gathered others who are equally upset...\n\nSigned,\n[From.GetTitledName];Pendant trop longtemps, la couronne a restreint nos droits historiques et nos libertés. Le temps est venu de réduire l'Autorité royale! Soumettez-vous pacifiquement ou subissez-en les conséquences. Soyez assuré que nous sommes nombreux et déterminés ...\n\nSigned,\n[From.GetTitledName];;;;;;;;;;x;;;
EVTDESC1902010;At the last meeting of the Republican Faction, there was widespread praise and support for [Root.Liege.GetTitledFirstName]. The whole faction has agreed to provide additional taxes to fill our liege's coffers.;Lors de la dernière réunion de la faction républicaine, bon nombre d'entre nous ont fait l'éloge et ont affirmé leur soutien à [Root.Liege.GetTitledFirstName]. Afin de prouver notre loyauté à notre seigneur, la faction entière s'est engagée à apporter une contribution financière supplémentaire.;;;;;;;;;;;x;;
EVTOPTA1902010;Notify [Root.Liege.GetTitledFirstName];Prévenez [Root.Liege.GetTitledFirstName];;;;;;;;;;x;;;
EVTDESC1902011;My liege, as you well know, the Republican Faction of [Root.PrimaryTitle.GetName] are your most loyal subjects. To show our devotion, we have decided to allow you to levy a special tax on the cities.\n\nSigned,\n[From.GetTitledName];Mon seigneur, comme vous le savez, la faction républicaine dirigée par [Root.PrimaryTitle.GetName] représente vos plus fidèles sujets. Pour montrer notre dévouement, nous avons décidé de vous permettre de prélever une taxe spéciale sur les villes.\n\nSigné,\n[From.GetTitledName];;;;;;;;;;;x;;
EVTOPTA1902011;Excellent;Excellent;;;;;;;;;;x;;;
EVTDESC1902020;At the last meeting of the Republican Faction, there was widespread praise and support for [Root.Liege.GetTitledFirstName]. The whole faction has agreed to make a financial contribution to our liege, to show our loyalty.;Lors de la dernière réunion de la faction républicaine, bon nombre d'entre nous ont fait l'éloge et ont affirmé leur soutien a [Root.Liege.GetTitledFirstName]. Afin de prouver notre loyauté à notre seigneur, la faction entière s'est engagée à apporter une contribution financière supplémentaire.;;;;;;;;;;;x;;
EVTOPTA1902020;Notify [Root.Liege.GetTitledFirstName];Prévenez [Root.Liege.GetTitledFirstName];;;;;;;;;;x;;;
EVTDESC1902021;My liege, as you well know, the Republican Faction of [Root.PrimaryTitle.GetName] are your most loyal subjects. To show our devotion, we send this tribute of gold and silver.\n\nSigned,\n[From.GetTitledName];Mon seigneur, comme vous le savez, la faction républicaine dirigée par [Root.PrimaryTitle.GetName] représente vos plus fidèles sujets. Afin de vous prouver notre dévouement, nous vous faisons parvenir ce tribut d'or et d'argent.\n\nSigné,\n[From.GetTitledName];;;;;;;;;;;x;;
EVTOPTA1902021;Excellent;Excellent;;;;;;;;;;x;;;
EVTDESC1902030;At the last meeting of the Republican Faction, there was many complaints about the heavy taxation of cities. The whole faction has signed a petition to [Root.Liege.GetTitledFirstName] requesting relief from taxation.;Lors de la dernière réunion de la faction républicaine, il y eut beaucoup de plaintes concernant la lourde imposition des cités. La faction entière a signé une pétition pour [Root.Liege.GetTitledFirstName] demandant l'allégement de l'impôt.;;;;;;;;;;;x;;
EVTOPTA1902030;Send the petition;Envoyez la pétition;;;;;;;;;;x;;;
EVTDESC1902031;The tax demands placed on the cities is impoverishing the realm and driving honest merchants to bankruptcy. The Republican Faction formally requests a reduction in the tax burden on the cities.\n\nSigned,\n[From.GetTitledName];Les taxes imposées aux villes appauvrit nos domaines et mènent nos marchands à la faillite. La faction républicaine vous demande formellement de réduire la charge fiscale pesant sur ses membres.\n\nSigné,\n[From.GetTitledName];;;;;;;;;;;x;;
EVTDESC1902032;[Root.Liege.GetTitledFirstName] has agreed to reduce city taxation at the request of the Republican Faction.;À la demande de la faction républicaine, [Root.Liege.GetTitledFirstName] a accepté de réduire les taxes des cités.;;;;;;;;;;x;;;
