#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;;
dresses_as_man_abm_desc;This woman is more comfortable in male clothing.;This woman is more comfortable in male clothing.;This woman is more comfortable in male clothing.;;This woman is more comfortable in male clothing.;;;;;;;;;x;;
dresses_as_man_desc;This woman is more comfortable in male clothing.;This woman is more comfortable in male clothing.;This woman is more comfortable in male clothing.;;This woman is more comfortable in male clothing.;;;;;;;;;x;;
druid;Druid;Druid;Druid;;Druid;;;;;;;;;x;;
druid_desc;The druid's knowledge of the ancient Celtic ballads and of sacred traditions is great and their power among the Celts is without equal.;The druid's knowledge of the ancient celtic ballads and of sacred traditions is great and their power among the celts is without equal.;The druid's knowledge of the ancient celtic ballads and of sacred traditions is great and their power among the celts is without equal.;;The druid's knowledge of the ancient celtic ballads and of sacred traditions is great and their power among the celts is without equal.;;;;;;;;;x;;
drunkard_death;from too much drinking;a trop bu;an übermäßigem Genuss geistiger Getränke;;from too much drinking;;;;;;;;;x;;
dyn_dishonorable1;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;;Dynastic Stain;;;;;;;x;;;;
dyn_dishonorable10;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;;Dynastic Stain;;;;;;;x;;;;
dyn_dishonorable10_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement sournoise, suscitant la crainte et la méfiance des autres.;Die Dynastie dieses Charakters steht im Ruf, notorisch verräterisch zu sein, weswegen ihnen niemand vertraut.;;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;;;;;;x;;;;
dyn_dishonorable1_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement sournoise, suscitant la crainte et la méfiance des autres.;Die Dynastie dieses Charakters steht im Ruf, notorisch verräterisch zu sein, weswegen ihnen niemand vertraut.;;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;;;;;;x;;;;
dyn_dishonorable2;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;;Dynastic Stain;;;;;;;x;;;;
dyn_dishonorable2_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement sournoise, suscitant la crainte et la méfiance des autres.;Die Dynastie dieses Charakters steht im Ruf, notorisch verräterisch zu sein, weswegen ihnen niemand vertraut.;;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;;;;;;x;;;;
dyn_dishonorable3;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;;Dynastic Stain;;;;;;;x;;;;
dyn_dishonorable3_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement sournoise, suscitant la crainte et la méfiance des autres.;Die Dynastie dieses Charakters steht im Ruf, notorisch verräterisch zu sein, weswegen ihnen niemand vertraut.;;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;;;;;;x;;;;
dyn_dishonorable4;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;;Dynastic Stain;;;;;;;x;;;;
dyn_dishonorable4_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement sournoise, suscitant la crainte et la méfiance des autres.;Die Dynastie dieses Charakters steht im Ruf, notorisch verräterisch zu sein, weswegen ihnen niemand vertraut.;;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;;;;;;x;;;;
dyn_dishonorable5;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;;Dynastic Stain;;;;;;;x;;;;
dyn_dishonorable5_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement sournoise, suscitant la crainte et la méfiance des autres.;Die Dynastie dieses Charakters steht im Ruf, notorisch verräterisch zu sein, weswegen ihnen niemand vertraut.;;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;;;;;;x;;;;
dyn_dishonorable6;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;;Dynastic Stain;;;;;;;x;;;;
dyn_dishonorable6_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement sournoise, suscitant la crainte et la méfiance des autres.;Die Dynastie dieses Charakters steht im Ruf, notorisch verräterisch zu sein, weswegen ihnen niemand vertraut.;;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;;;;;;x;;;;
dyn_dishonorable7;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;;Dynastic Stain;;;;;;;x;;;;
dyn_dishonorable7_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement sournoise, suscitant la crainte et la méfiance des autres.;Die Dynastie dieses Charakters steht im Ruf, notorisch verräterisch zu sein, weswegen ihnen niemand vertraut.;;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;;;;;;x;;;;
dyn_dishonorable8;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;;Dynastic Stain;;;;;;;x;;;;
dyn_dishonorable8_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement sournoise, suscitant la crainte et la méfiance des autres.;Die Dynastie dieses Charakters steht im Ruf, notorisch verräterisch zu sein, weswegen ihnen niemand vertraut.;;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;;;;;;x;;;;
dyn_dishonorable9;Dynastic Stain;Souillure dynastique;Dynastischer Fleck;;Dynastic Stain;;;;;;;x;;;;
dyn_dishonorable9_desc;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;La dynastie de ce personnage est notoirement sournoise, suscitant la crainte et la méfiance des autres.;Die Dynastie dieses Charakters steht im Ruf, notorisch verräterisch zu sein, weswegen ihnen niemand vertraut.;;This character's dynasty is notoriously underhanded, causing others to fear and mistrust them.;;;;;;;x;;;;
escaped_siege;Escaped from a siege;Escaped from a siege;Escaped from a siege;;Escaped from a siege;;;;;;;;;;;
estates_1;Minor Estates;Modestes domaines;Geringfügige Anwese;;Minor Estates;;;;;;;;;x;;
estates_2;Small Estates;Petits domaines;Kleine Anwesen;;Small Estates;;;;;;;;;x;;
estates_3;Moderate Estates;Domaines raisonnables;Mäßige Anwesen;;Moderate Estates;;;;;;;;;x;;
estates_4;Large Estates;Grands domaines;Große Anwesen;;Large Estates;;;;;;;;;x;;
estates_5;Major Estates;Très grands domaines;Sehr Große Anwesen;;Major Estates;;;;;;;;;x;;
EVTDESC_upg.0;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Tuscany.;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Tuscany.;Endlich haben wir die Fesseln der Knechtschaft unserer alten Lehnsherrn gebrochen. Ich habe mit meinem Rat und den Herren des Reiches berief, und sie stimmen alle darin überein, dass ich offiziell meine Fesseln mit meinem alten Lehnsherrn entsagen muss indem ich die Gründung des Königreichs Toskanas erkläre.;;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Tuscany.;;;;;;;;;x;;
EVTDESC_upg.1;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Austria.;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Austria.;Endlich haben wir die Fesseln der Knechtschaft unserer alten Lehnsherrn gebrochen. Ich habe mit meinem Rat und den Herren des Reiches berief, und sie stimmen alle darin überein, dass ich offiziell meine Fesseln mit meinem alten Lehnsherrn entsagen muss indem ich die Gründung des Königreichs Österreichs erkläre.;;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Austria.;;;;;;;;;x;;
EVTDESC_upg.2;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Luxembourg.;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Luxembourg.;Endlich haben wir die Fesseln der Knechtschaft unserer alten Lehnsherrn gebrochen. Ich habe mit meinem Rat und den Herren des Reiches berief, und sie stimmen alle darin überein, dass ich offiziell meine Fesseln mit meinem alten Lehnsherrn entsagen muss indem ich die Gründung des Königreichs Luxembourgs erkläre.;;We have finally broken the bonds of vassalage to our old liege. I have convened with my council and the lords of the realm and they are all in agreement that I must officially renounce my bonds with my old liege by declaring the founding of the Kingdom of Luxembourg.;;;;;;;;;x;;
EVTNOCOUNCILREQUESTS;Do not bring such petitions before me ever again!;N'amenez plus jamais de telles pétitions devant moi!;Bringen Sie solche Bitten niemals wieder vor!;;Do not bring such petitions before me ever again!;;;;;;;;x;;;
EVTOPTA_upg;Let it be so.;Qu'il en soit ainsi.;Lasst es so sein.;;Que así sea.;;;;;;;;;x;;
EVTTITLE_upg;The Birth of a Kingdom;La Naissance d'un Royaume;Die Geburt eines Königreichs;;El Nacimiento de un Reino;;;;;;;;;x;;
executed_kin;Executed Relative;Parent exécuté;Hingerichteter Verwandter;;Executed Relative;;;;;;;x;;;;
EXECUTE_IMPRISONED_INTERACTION_1;Using this option will increase your tyranny by §R5§! for a courtier or §R10§! for a landed vassal.;Utiliser cette option augmentera votre tyrannie de §R5§! pour un courtisan et de §R10§! pour un vassal.;Dies wird euren Tyranneiwert um §R5§! bei einem Hofrat oder um §R10§! für einen Vasallen erhöhen.;;Using this option will increase your tyranny by §R5§! for a courtier or §R10§! for a landed vassal.;;;;;;;;;x;;
EXECUTE_IMPRISONED_INTERACTION_6;This will increase your dynasty's decadence by §R1§!.;Cela augmentera la décadence de votre dynastie de §R1§!.;Dies wird Eure Dynastie-Dekadenz um §R1§! erhöhen.;;This will increase your dynasty's decadence by §R1§!.;;;;;;;;;x;;
EXILE_IMPRISONED_INTERACTION_2;All [Recipient.GetPossPronoun] titles will be confiscated, which will increase your tyranny by §R20§!.;Tous les titres de [Recipient.GetPossPronoun] seront confisqués, ce qui augmentera votre tyrannie de §R20§!.;Alle [Recipient.GetPossPronoun]e Titel werden widerrufen, was Euren Tyranneiwert um §R20§! erhöht.;;All [Recipient.GetPossPronoun] titles will be confiscated, which will increase your tyranny by §R20§!.;;;;;;;;;x;;
extra_levies;Extra Levies;Levées supplémentaires;Zusätzliche Aushebungen;;Extra Levies;;;;;;;x;;;;
extra_levies_desc;The current war allows us to call on additional troops from our vassals.;La guerre actuelle nous permet de demander des troupes additionnelles à nos vasaux.;Der aktuelle Krieg ermöglicht uns die Aushebung zusätzlicher Truppen unserer Vasallen.;;The current war allows us to call on additional troops from our vassals.;;;;;;;x;;;;
favored_balance;Treats every caste equaly;Treats every caste equaly;Treats every caste equaly;;Treats every caste equaly;;;;;;;;;x;;
favored_birds;Favors the Birds;Favors the Birds;Favors the Birds;;Favors the Birds;;;;;;;;;x;;
favored_crown;Favors the Crown;Favors the Crown;Favors the Crown;;Favors the Crown;;;;;;;;;x;;
favored_druids;Favors the Druidic caste;Favors the Druidic caste;Favors the Druidic caste;;Favors the Druidic caste;;;;;;;;;x;;
favored_fianna;Favors the Fianna;Favors the Fianna;Favors the Fianna;;Favors the Fianna;;;;;;;;;x;;
favored_merchants;Favors the Merchant caste;Favors the Merchant caste;Favors the Merchant caste;;Favors the Merchant caste;;;;;;;;;x;;
favored_son;Favored Son;Favored Son;Favored Son;;Favored Son;;;;;;;;;x;;
favored_son_desc;This child is seen as the favorite of his ruler parent;This child is seen as the favorite of his ruler parent;This child is seen as the favorite of his ruler parent;;This child is seen as the favorite of his ruler parent;;;;;;;;;x;;
favored_warriors;Favors the Warrior caste;Favors the Warrior caste;Favors the Warrior caste;;Favors the Warrior caste;;;;;;;;;x;;
favoured_heiress;Favoured for Succession;Favoured for Succession;Favoured for Succession;;Favoured for Succession;;;;;;;;;;;x
flip_flopper;Multiple Loyalties;Loyautés multiples;Vielfache Loyalität;;Multiple Loyalties;;;;;;;;;x;;
flip_flopper_desc;Your indecisive allegiance to multiple rivaling factions is not well-regarded among your peers.;Votre allégeance indécise à plusieurs factions rivales n'est pas bien vue par vos pairs.;Ihre nicht entscheidende Treue zu vielfachen Rivalisieren-Splittergruppen ist unter Ihren Gleichen nicht gut angesehen;;Your indecisive allegiance to multiple rivaling factions is not well-regarded among your peers.;;;;;;;;;x;;
gender_succ_placeholder_message;CK2+ is Loading...;CK2+ est en chargement;CK2+ lädt..;;CK2+ is Loading...;;;;;;;;;x;;
gender_succ_placeholder_message_desc;Succession laws will become available in a few weeks of game time.;Les lois de succession deviendront valables en quelques semaines de temps dans le jeu;Erbrechtsänderungen werden nach ein paar Wochen Spielzeit verfügbar sein.;;Succession laws will become available in a few weeks of game time.;;;;;;;;;x;;
give_laws_ollam;The Ollamh distribues the new laws to your vassals;The Ollamh distribues the new laws to your vassals;The Ollamh distribues the new laws to your vassals;;The Ollamh distribues the new laws to your vassals;;;;;;;;;x;;
gonorrhea;Gonorrhea;Syphilitique;Tripper;;Gonorrhea;;;;;;;;;x;;
gonorrhea_death;of Gonorrhea;de la syphilis;am Tripper;;of Gonorrhea;;;;;;;;;x;;
gonorrhea_desc;This character suffers from the painful venereal plague known as Gonorrhea.;Ce personnage souffre de la douloureuses maladie vénérienne connue sous le nom de syphilis.;Dieser Charakter leidet unter der schmerzhaften venerischen Plage der als Tripper bekannt ist.;;This character suffers from the painful venereal plague known as Gonorrhea.;;;;;;;;;x;;
good_relations;Good Relations;Bonnes relations;Gute Beziehungen;;Good Relations;;;;;;;x;;;;
good_speech;Good Speech;Bon orateur;Good Speech;;Good Speech;;;;;;;;;x;;
great_speech;Great Speech;Grand orateur;Great Speech;;Great Speech;;;;;;;;;x;;
HAS_LANDED_TITLE;Holds the title of $TITLE$;Est $RULERTITLE$ de $TITLE$;Ist $RULERTITLE$ von $TITLE$;;Es $RULERTITLE$ de $TITLE$;;;;;;;;;x;;
head1;First Blood;First Blood;First Blood;;First Blood;;;;;;;;;x;;
head1_desc;This character has defeated a valiant foe and taken his head as a trophy.;This character has defeated a valiant foe and taken his head as a trophy.;This character has defeated a valiant foe and taken his head as a trophy.;;This character has defeated a valiant foe and taken his head as a trophy.;;;;;;;;;x;;
head2;Headhunter;Headhunter;Headhunter;;Headhunter;;;;;;;;;x;;
head2_desc;This character has a chest containing the heads of his most valiant foes.;This character has a chest containing the heads of his most valiant foes.;This character has a chest containing the heads of his most valiant foes.;;This character has a chest containing the heads of his most valiant foes.;;;;;;;;;x;;
head3;Veteran Headhunter;Veteran Headhunter;Veteran Headhunter;;Veteran Headhunter;;;;;;;;;x;;
head3_desc;The walls of this character are lined with severed heads, trophies of his most glorious fights.;The walls of this character are lined with severed heads, trophies of his most glorious fights.;The walls of this character are lined with severed heads, trophies of his most glorious fights.;;The walls of this character are lined with severed heads, trophies of his most glorious fights.;;;;;;;;;x;;
head4;Heroic Headhunter;Heroic Headhunter;Heroic Headhunter;;Heroic Headhunter;;;;;;;;;x;;
head4_desc;The heads of heroes and generals are bloody tokens of this character's valiance in combat.;The heads of heroes and generals are bloody tokens of this character's valiance in combat.;The heads of heroes and generals are bloody tokens of this character's valiance in combat.;;The heads of heroes and generals are bloody tokens of this character's valiance in combat.;;;;;;;;;x;;
head5;Living Legend;Living Legend;Living Legend;;Living Legend;;;;;;;;;x;;
head5_desc;The life of this warrior is legendary, his exploits match those of the legendary warriors of old.;The life of this warrior is legendary, his exploits match those of the legendary warriors of old.;The life of this warrior is legendary, his exploits match those of the legendary warriors of old.;;The life of this warrior is legendary, his exploits match those of the legendary warriors of old.;;;;;;;;;x;;
held_divination_modifier;Sacrificed to the Gods;Offert en sacrifice aux dieux;Den Göttern geopfert;;Sacrificado a los Dioses;;;;;;;;;x;;
hellenic_county_liberation_desc;Hellenic pagan rulers can liberate Italian and Greek provinces from the tyrannical rule of the monotheistic religions.;Hellenic pagan rulers can liberate Italian and Greek provinces from the tyrannical rule of the monotheistic religions.;Hellenic pagan rulers can liberate Italian and Greek provinces from the tyrannical rule of the monotheistic religions.;;Hellenic pagan rulers can liberate Italian and Greek provinces from the tyrannical rule of the monotheistic religions.;;;;;;;;;;;
HERO_RELIGION;Heroic Religion;Religion Héroïque;Heroische Religion;;Heroic Religion;;;;;;;;;x;;
HERO_RELIGION_HOME_TERRITORY;Heroic Religion in Home Territory;Religion héroïque dans le territoire d'accueil;Heroic Religion in Haushalt Territory;;Heroic Religion in Home Territory;;;;;;;;;x;;
hero_to_peasants;Hero to Peasants;Hero to Peasants;Hero to Peasants;;Hero to Peasants;;;;;;;;;x;;
highway_robber_band;Highway Robber Band;Bande de voleurs de grands chemins;Wegelagererbande;;Grupo de bandidos;;;;;;;;;x;;
highway_robber_band_desc;Bands of robbers are prowling the countryside of this province.;À cause des piètres compétences martiales du comte, des voleurs rôdent dans les campagnes. Une grande part des troupes locales est chargée de les neutraliser.;Aufgrund der geringen Kriegskunstfähigkeit des Grafen durchstreifen Wegelagerer die Lande. Ein Großteil der hiesigen Wehrpflichtigen ist damit beschäftigt, sie in Schach zu halten.;;Debido a la baja habilidad Marcial del conde, grupos de bandidos rondan por el campo. Una gran parte de la leva local está ocupada tratando de eliminarlos.;;;;;;;;;x;;
holding_epic_tournament;Hosting an Epic Tournament;Organiser un tournoi épique;Veranstalte einen epischen Turnier;;Hosting an Epic Tournament;;;;;;;;;x;;
holding_grand_banquet;Holding a Grand Banquet;Holding a Grand Banquet;Holding a Grand Banquet;;Holding a Grand Banquet;;;;;;;;;;;
holding_grand_banquet_desc;This character is hosting a Grand Banquet;This character is hosting a Grand Banquet;This character is hosting a Grand Banquet;;This character is hosting a Grand Banquet;;;;;;;;;;;
holding_grand_hunt;Hosting a Grand Hunt;Accueillir une Grande Chasse;Eine große Jagd veranstalten;;Hosting a Grand Hunt;;;;;;;;x;;;
holding_large_feast;Holding a Large Feast;Organiser un grand banquet;Ein großes Fest geben;;Celebrando un gran banquete;;;;;;;;;x;;
holding_passover_mod;Holding Passover;Holding Passover;Holding Passover;;Holding Passover;;;;;;;;;;;
holding_passover_mod_desc;This ruler is either planning, or hosting a Passover celebration.;This ruler is either planning, or hosting a Passover celebration.;This ruler is either planning, or hosting a Passover celebration.;;This ruler is either planning, or hosting a Passover celebration.;;;;;;;;;;;
hurufi;Dawoodi Bohra;Dawoodi Bohra;Dawoodi Bohra;;Dawoodi Bohra;;;;;;;;;x;;
immortal;Immortal;Immortel;Unsterblich;;Immortal;;;;;;;;;x;;
immortal2;Immortal;Immortel;Unsterblich;;Immortal;;;;;;;;;x;;
immortal2_desc;This character appears to be immune to age and disease.;Ce personnage semble immunisé contre l'age et la maladie.;Dieser Charakter ist gegen Alterung und Krankheit immun.;;This character appears to be immune to age and disease.;;;;;;;;;x;;
immortal_desc;This character appears to be immune to age and disease.;Ce personnage semble immunisé contre l'age et la maladie.;Dieser Charakter ist gegen Alterung und Krankheit immun.;;This character appears to be immune to age and disease.;;;;;;;;;x;;
IMPRISON_INTERACTION_1;Using this option will increase your tyranny by §R10§! for a courtier or §R20§! for a landed vassal.;Utiliser cette option augmentera votre tyrannie de §R10§! pour un courtisan et de §R20§! pour un vassal.;Dies wird euren Tyranneiwert um §R10§! bei einem Hofrat oder um §R20§! für einen Vasallen erhöhen.;;Using this option will increase your tyranny by §R10§! for a courtier or §R20§! for a landed vassal.;;;;;;;;;x;;
INTERACTION_REQUIRES_VALID_MINOR_TITLES;We have any decisions to take for [Recipient.GetBestName].;nous avons n'importe quelles décisions à prendre pour [Recipient.GetBestName].;Wir können einen Entschluss für [Recipient.GetBestName] treffen.;;We have any decisions to take for [Recipient.GetBestName].;;;;;;;;;x;;
ISNT_CLOSE_RELATIVE;Not a close relative of;Pas un parent proche de;Kein naher Verwandter von;;Not a close relative of;;;;;;;;;x;;
israel_desc;Israel has a right to defend itself!;Israël a le droit de se défendre lui-même;Israel hat das Recht, sich gegen jeden Aggressor zu verteidigen!;;Israel has a right to defend itself!;;;;;;;;;x;;
italian_reconq_ctt;All of the de Jure Kingdom of Sicily is under §RChristian§! control.;All of the de Jure Kingdom of Sicily is under §RChristian§! control.;All of the de Jure Kingdom of Sicily is under §RChristian§! control.;;All of the de Jure Kingdom of Sicily is under §RChristian§! control.;;;;;;;;;;;
jealous;Jealous;Jealous;Jealous;;Jealous;;;;;;;;;x;;
joined_war_against_me;Joined War Against Me;Joined War Against Me;Joined War Against Me;;Joined War Against Me;;;;;;;;;;;
kidnapped_me;Kidnapped Me;M'a kidnappé;Entführte Mich;;Kidnapped Me;;;;;;;x;;;;
killed_vassal;Murdered Vassal;Vassal assassiné;Ermordeter Vasall;;Murdered Vassal;;;;;;;;;x;;
lappish;Sami;lappon;Samisch;;Sami;;;;;;;;;x;;
left_at_siege;Kept in the Castle;Kept in the Castle;Kept in the Castle;;Kept in the Castle;;;;;;;;;;;
left_behind;Left behind at siege;Left behind at siege;Left behind at siege;;Left behind at siege;;;;;;;;;;;
left_to_rot;Left to rot in prison;Left to rot in prison;Left to rot in prison;;Left to rot in prison;;;;;;;;;;;
liberated;Liberated from occupation;Liberated from occupation;Liberated from occupation;;Liberated from occupation;;;;;;;;;;;
LIEGE_PIETY;Piety from temple vassals: §G+$VALUE$§!;Piété des vassaux du temple : §G+$VALUE$§!;Frömmigkeit von Tempelvasallen: §G+$VALUE$§!;;Piedad de los vasallos del templo: §G+$VALUE$§!;;;;;;;;;x;;
loan_100;Loan Taken;Emprunt prit;Genommenes Darlehen;;Loan Taken;;;;;;;;;x;;
loan_1000;Loan Taken;Emprunt prit;Genommenes Darlehen;;Loan Taken;;;;;;;;;x;;
loan_1000_desc;A loan will be due for repayment at the expiration date of this modifier.;Un emprunt devra être remboursé à la date d'expiration.;Ein Darlehen muss mit Ablauf dieses Modifikators zurückgezahlt werden;;A loan will be due for repayment at the expiration date of this modifier.;;;;;;;;;x;;
loan_100_desc;A loan will be due for repayment at the expiration date of this modifier.;Un emprunt devra être remboursé à la date d'expiration.;Ein Darlehen muss mit Ablauf dieses Modifikators zurückgezahlt werden;;A loan will be due for repayment at the expiration date of this modifier.;;;;;;;;;x;;
loan_200;Loan Taken;Emprunt prit;Genommenes Darlehen;;Loan Taken;;;;;;;;;x;;
loan_200_desc;A loan will be due for repayment at the expiration date of this modifier.;Un emprunt devra être remboursé à la date d'expiration.;Ein Darlehen muss mit Ablauf dieses Modifikators zurückgezahlt werden;;A loan will be due for repayment at the expiration date of this modifier.;;;;;;;;;x;;
loan_400;Loan Taken;Emprunt prit;Genommenes Darlehen;;Loan Taken;;;;;;;;;x;;
loan_400_desc;A loan will be due for repayment at the expiration date of this modifier.;Un emprunt devra être remboursé à la date d'expiration.;Ein Darlehen muss mit Ablauf dieses Modifikators zurückgezahlt werden;;A loan will be due for repayment at the expiration date of this modifier.;;;;;;;;;x;;
loan_50;Loan Taken;Emprunt prit;Genommenes Darlehen;;Loan Taken;;;;;;;;;x;;
loan_50_desc;A loan will be due for repayment at the expiration date of this modifier.;Un emprunt devra être remboursé à la date d'expiration.;Ein Darlehen muss mit Ablauf dieses Modifikators zurückgezahlt werden;;A loan will be due for repayment at the expiration date of this modifier.;;;;;;;;;x;;
loan_600;Loan Taken;Emprunt prit;Genommenes Darlehen;;Loan Taken;;;;;;;;;x;;
loan_600_desc;A loan will be due for repayment at the expiration date of this modifier.;Un emprunt devra être remboursé à la date d'expiration.;Ein Darlehen muss mit Ablauf dieses Modifikators zurückgezahlt werden;;A loan will be due for repayment at the expiration date of this modifier.;;;;;;;;;x;;
loan_800;Loan Taken;Emprunt prit;Genommenes Darlehen;;Loan Taken;;;;;;;;;x;;
loan_800_desc;A loan will be due for repayment at the expiration date of this modifier.;Un emprunt devra être remboursé à la date d'expiration.;Ein Darlehen muss mit Ablauf dieses Modifikators zurückgezahlt werden;;A loan will be due for repayment at the expiration date of this modifier.;;;;;;;;;x;;
LOCAL_TRADE_INCOME_MODIFIER;Local Production Value Modifier;Modificateur de revenus du commerce local;Lokaler Handelseinkommenmodifikator;;Modificador de ingresos por comercio local;;;;;;;;;x;;
loyalist;Loyalist;Loyaliste;Loyalist;;Loyalist;;;;;;;x;;;;
loyalist_desc;This character supports the loyalist side in the civil war.;Ce personnage aide les loyalistes dans la guerre civile;Diese Person steht zu den Loyalisten in diesem Bürgerkrieg.;;This character supports the loyalist side in the civil war.;;;;;;;x;;;;
loyal_vassal;Loyal Vassal;Vassal loyal;Loyal Vassal;;Loyal Vassal;;;;;;;;;x;;
lunatic_death;from self inflicted wounds;des blessures auto-infligées;durch Selbstverstümmelung;;from self inflicted wounds;;;;;;;;;x;;
luxor_admin;Luxor Administrative Offices;Luxor Administrative Offices;Luxor Administrative Offices;;Luxor Administrative Offices;;;;;;;;;;;
luxor_fanaticism;Fanatic Shrine;Fanatic Shrine;Fanatic Shrine;;Fanatic Shrine;;;;;;;;;;;
luxor_library;Luxor Library;Luxor Library;Luxor Library;;Luxor Library;;;;;;;;;;;
mad_heretic;Converted to Heresy;Converti à l'hérésie;Zur Häresie konvertiert;;Converted to Heresy;;;;;;;;;x;;
make_sacrifice;Make a large sacrifice.;Make a large sacrifice.;Make a large sacrifice.;;Make a large sacrifice.;;;;;;;;;x;;
make_sacrifice_desc;Make a large sacrifice to a Zoroastrian divinity, granting a boon.;Make a large sacrifice to a Zoroastrian divinity, granting a boon.;Make a large sacrifice to a Zoroastrian divinity, granting a boon.;;Make a large sacrifice to a Zoroastrian divinity, granting a boon.;;;;;;;;;x;;
mande;Mandé;Mandé;Mandeisch;;Mandé;;;;;;;;;x;;
manicheism;Manicheism;Manicheism;Manicheism;;Manicheism;;;;;;;;;x;;
martial_lady;Martial Lady;Martial Lady;Martial Lady;;Martial Lady;;;;;;;;;x;;
martial_lady_desc;This noblewoman does not hesitate to don her armour and engage in battle.;This noblewoman does not hesitate to don her armour and engage in battle.;This noblewoman does not hesitate to don her armour and engage in battle.;;This noblewoman does not hesitate to don her armour and engage in battle.;;;;;;;;;x;;
martial_lady_tengri;Lady of Horse and Bow;Lady of Horse and Bow;Lady of Horse and Bow;;Lady of Horse and Bow;;;;;;;;;x;;
martial_lady_tengri_desc;This character is as skilled a horsewoman and archer as any warrior.;This character is as skilled a horsewoman and archer as any warrior.;This character is as skilled a horsewoman and archer as any warrior.;;This character is as skilled a horsewoman and archer as any warrior.;;;;;;;;;x;;
MAXIMUM_RAISABLE_LEVY;Levy at disposal due to martial score and laws: §Y$VALUE$%§!;Troupes à disposition grâce aux lois : §Y$VALUE$%§!;Rechtsbedingte Wehrpflichtigenverfügbarkeit: §Y$VALUE$%§!;;Leva disponible merced a las leyes: §Y$VALUE$%§!;;;;;;;;;x;;
MENU_BAR_GAME_CONVERT;Cannot Export;Cannot Export;Cannot Export;;Cannot Export;;;;;;;;;;;
MENU_BAR_GAME_CONVERT_DEL;You must load the Converter module to convert;You must load the Converter module to convert;You must load the Converter module to convert;;You must load the Converter module to convert;;;;;;;;;;;
modifier_flamen_dialis;Flamen Dialis;Flamen Dialis;Flamen Dialis;;Flamen Dialis;;;;;;;;;;;
modifier_flamen_martialis;Flamen Martialis;Flamen Martialis;Flamen Martialis;;Flamen Martialis;;;;;;;;;;;
modifier_flamen_quirinalis;Flamen Quirinalis;Flamen Quirinalis;Flamen Quirinalis;;Flamen Quirinalis;;;;;;;;;;;
