#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
organize_gwydion;Organize the Sons of Gwydion;Organize the Sons of Gwydion;Organize the Sons of Gwydion;;Organize the Sons of Gwydion;;;;;;;;;x;;
organize_gwydion_desc;Recruit landless warriors into an elite band of brothers that will defend the great Britain.;Recruit landless warriors into an elite band of brothers that will defend the great Britain.;Recruit landless warriors into an elite band of brothers that will defend the great Britain.;;Recruit landless warriors into an elite band of brothers that will defend the great Britain.;;;;;;;;;x;;
organize_horus;Organize the Horusian Guard;Organize the Horusian Guard;Organize the Horusian Guard;;Organize the Horusian Guard;;;;;;;;;;;
organize_horus_desc;Organize the Horusian Guard Holy Order;Organize the Horusian Guard Holy Order;Organize the Horusian Guard Holy Order;;Organize the Horusian Guard Holy Order;;;;;;;;;;;
organize_varangian_guard;Organize the Varangian Guard;Organiser la Garde varègue.;Organisiert die Warägergarde;;Organiza la Guardia Varangiana;;;;;;;;;x;;
organize_varangian_guard_desc;Recruit Varangian warriors from the north into an elite unit that will serve as the personal guard of the [Root.GetTitle].;Recruter les guerriers varègues du nord pour former une unité d'élite qui servira de garde personnelle à [Root.GetTitle].;Rekrutiert Warägerkrieger aus dem Norden als Eliteeinheit, die als persönliche Leibwache für den [Root.GetTitle] dienen wird.;;Recluta guerreros Varangianos del norte para una unidad de élite que servirá como guardia personal del [Root.GetTitle].;;;;;;;;;x;;
organize_zhayedan_1;Reorganise the first vasht of Zhayedan;Reorganise the first vasht of Zhayedan;Reorganise the first vasht of Zhayedan;;Reorganise the first vasht of Zhayedan;;;;;;;;;x;;
organize_zhayedan_1_desc;Reorganise the first devision (vasht) of Zhayedan (Immortals) - a heavy cavalry unit to serve as the elite unit of the [Root.GetTitle].;Reorganise the first devision (vasht) of Zhayedan (Immortals) - a heavy cavalry unit to serve as the elite unit of the [Root.GetTitle].;Reorganise the first devision (vasht) of Zhayedan (Immortals) - a heavy cavalry unit to serve as the elite unit of the [Root.GetTitle].;;Reorganise the first devision (vasht) of Zhayedan (Immortals) - a heavy cavalry unit to serve as the elite unit of the [Root.GetTitle].;;;;;;;;;x;;
organize_zhayedan_2;Reorganise the second vasht of Zhayedan;Reorganise the second vasht of Zhayedan;Reorganise the second vasht of Zhayedan;;Reorganise the second vasht of Zhayedan;;;;;;;;;x;;
organize_zhayedan_2_desc;Reorganise the second devision (vasht) of Zhayedan (Immortals) - a heavy cavalry unit to serve as the elite unit of the [Root.GetTitle].;Reorganise the second devision (vasht) of Zhayedan (Immortals) - a heavy cavalry unit to serve as the elite unit of the [Root.GetTitle].;Reorganise the second devision (vasht) of Zhayedan (Immortals) - a heavy cavalry unit to serve as the elite unit of the [Root.GetTitle].;;Reorganise the second devision (vasht) of Zhayedan (Immortals) - a heavy cavalry unit to serve as the elite unit of the [Root.GetTitle].;;;;;;;;;x;;
ottoman_empire;Ottoman Empire;l'Empire Ottoman;Osmanische Reich;;Imperio Otomano;;;;;;;;;x;;
ottoman_empire_desc;This decision will give you the Ottoman title.;Cette décision vous donnera le titre ottoman.;Diese Entscheidung gibt Ihnen der osmanischen Titel.;;Esta decisión le dará el título otomano.;;;;;;;;;x;;
pardon;Pardon;Pardon;Entschludigung;;Pardon;;;;;;;;;x;;
pardon_desc;Pardon this character of all their crimes. This will remove cause for rightful imprisonment from plots, murders and treason.;Pardonner tous ses crimes à ce personnage. Cette opération amnistiera légitimement cette personne en cas de peine d'emprisonnement pour complots, pour meurtres et pour trahison.;Verzeihen Sie diesme Charakter alle seine Verbrechen.;;Pardon this character of all their crimes. This will remove cause for rightful imprisonment from plots, murders and treason.;;;;;;;;;x;;
plan_passover;Plan Passover;Plan Passover;Plan Passover;;Plan Passover;;;;;;;;;x;;
plan_passover_desc;Passover is celebrated every year to commemorate the liberation of the Israelite people from slavery in Egypt. Spend lavishly and invite your vassals to make this year's celebration one to be remembered!;On célèbre Pessa'h chaque année pour commémorer la libération du peuple juif de l'esclavage en Égypte. Dépensez sans compter et invitez vos vassaux à la célébration de cette année, ils ne l'oublieront pas !;Mit dem Pessach-Fest wird die Befreiung des israelitischen Volkes aus der ägyptischen Gefangenschaft gefeiert. Seit großzügig und ladet Eure Vasallen zu einem üppigen Fest ein, an das man sich noch lange erinnern wird!;;La Pascua Judía se celebra cada año para conmemorar la liberación del pueblo de Israel de la esclavitud en Egipto. ¡Prodígate e invita a tus vasallos para que la de este año sea una celebración digna de recordar!;;;;;;;;;x;;
ransom_all;Ransom All Prisoners;Ransom All Prisoners;Ransom All Prisoners;;Ransom All Prisoners;;;;;;;;;x;;
ransom_all_desc;Make a ransom offer to all prisoners.;Make a ransom offer to all prisoners.;Make a ransom offer to all prisoners.;;Make a ransom offer to all prisoners.;;;;;;;;;x;;
ransom_all_tooltip;Character is asked to pay ransom.;Character is asked to pay ransom.;Character is asked to pay ransom.;;Character is asked to pay ransom.;;;;;;;;;x;;
ransom_nonvassal;Ransom All Non-Vassal Prisoners;Ransom All Non-Vassal Prisoners;Ransom All Non-Vassal Prisoners;;Ransom All Non-Vassal Prisoners;;;;;;;;;x;;
ransom_nonvassal_desc;Make a ransom offer to all nonvassal prisoners.;Make a ransom offer to all nonvassal prisoners.;Make a ransom offer to all nonvassal prisoners.;;Make a ransom offer to all nonvassal prisoners.;;;;;;;;;x;;
ransom_nonvassal_tooltip;Character is asked to pay ransom.;Character is asked to pay ransom.;Character is asked to pay ransom.;;Character is asked to pay ransom.;;;;;;;;;x;;
reaorganize_zoroastrianism;Reorganize the religious hierarchy;Reorganize the religious hierarchy;Reorganize the religious hierarchy;;Reorganize the religious hierarchy;;;;;;;;;x;;
reaorganize_zoroastrianism_desc;Rebuild the religous hierarchy of old by appointing a head to Zoroastrian church - Zorothustraema;Rebuild the religous hierarchy of old by appointing a head to Zoroastrian church - Zorothustraema;Rebuild the religous hierarchy of old by appointing a head to Zoroastrian church - Zorothustraema;;Rebuild the religous hierarchy of old by appointing a head to Zoroastrian church - Zorothustraema;;;;;;;;;x;;
recreate_roman_empire;Recreate the Roman Empire;Recreate the Roman Empire;Recreate the Roman Empire;;Recreate the Roman Empire;;;;;;;;;x;;
recreate_roman_empire_desc;If we were to hold all the core territories of the old empire, we could gain recognition as the true and rightful successor of the Roman State.;If we were to hold all the core territories of the old empire, we could gain recognition as the true and rightful successor of the Roman State.;If we were to hold all the core territories of the old empire, we could gain recognition as the true and rightful successor of the Roman State.;;If we were to hold all the core territories of the old empire, we could gain recognition as the true and rightful successor of the Roman State.;;;;;;;;;x;;
reinstate_celtic_rites;The Old Gods;The Old Gods;The Old Gods;;The Old Gods;;;;;;;;;x;;
reinstate_celtic_rites_desc;With the help of our court wizard, we could reinstate much of the old celtic ways.;With the help of our court wizard, we could reinstate much of the old celtic ways.;With the help of our court wizard, we could reinstate much of the old celtic ways.;;With the help of our court wizard, we could reinstate much of the old celtic ways.;;;;;;;;;x;;
restore_luxor;Restore Luxor Temple;Restore Luxor Temple;Restore Luxor Temple;;Restore Luxor Temple;;;;;;;;;;;
restore_luxor_desc;Restore Luxor Temple to its former glory.;Restore Luxor Temple to its former glory.;Restore Luxor Temple to its former glory.;;Restore Luxor Temple to its former glory.;;;;;;;;;;;
restore_priesthood_egyptian_pagan;Restore the Paragon Xroj;Restore the Paragon Xroj;Restore the Paragon Xroj;;Restore the Paragon Xroj;;;;;;;;;;;
restore_priesthood_egyptian_pagan_desc;Restore the Paragon Xroj;Restore the Paragon Xroj;Restore the Paragon Xroj;;Restore the Paragon Xroj;;;;;;;;;;;
restore_roman_empire_hre;Restore the Roman Empire;Rétablir l'Empire romain;Das Römische Reich wiederherstellen;;Reinstaurar el Imperio Romano;;;;;;;;;x;;
restore_roman_empire_hre_desc;If Rome, Constantinople, and other key territories of the old empire could be reclaimed, the Holy Roman Empire would win recognition in the eyes of the East as the true and rightful successor of the Roman State.;If Rome, Constantinople, and other key territories of the old empire could be reclaimed, the Holy Roman Empire would win recognition in the eyes of the East as the true and rightful successor of the Roman State.;If Rome, Constantinople, and other key territories of the old empire could be reclaimed, the Holy Roman Empire would win recognition in the eyes of the East as the true and rightful successor of the Roman State.;;If Rome, Constantinople, and other key territories of the old empire could be reclaimed, the Holy Roman Empire would win recognition in the eyes of the East as the true and rightful successor of the Roman State.;;;;;;;;;x;;
restore_the_pontifex;Restore the Pontifex Maximus;Restore the Pontifex Maximus;Restore the Pontifex Maximus;;Restore the Pontifex Maximus;;;;;;;;;x;;
restore_the_pontifex_desc;Restore the Pontifex Maximus;Restore the Pontifex Maximus;Restore the Pontifex Maximus;;Restore the Pontifex Maximus;;;;;;;;;x;;
sicily_regained;Sicily Regained;Sicily Regained;Sicily Regained;;Sicily Regained;;;;;;;;;;;
sicily_regained_desc;Sicily has been re-conquered! It is time to ask the pope for my promised crown.;Sicily has been re-conquered! It is time to ask the pope for my promised crown.;Sicily has been re-conquered! It is time to ask the pope for my promised crown.;;Sicily has been re-conquered! It is time to ask the pope for my promised crown.;;;;;;;;;;;
summer_fair_0;Plan a Summer Fair;Organiser un festival d'été;Jahrmarkt planen;;Plan a Summer Fair;;;;;;;;;x;;
summer_fair_0_desc;The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province.;Le Festival d’été est l’occasion d’attirer marchands, colporteurs et autres divertissements dans votre province.;Im Sommer bringt ein Jahrmarkt Händler, Hausierer und alle Arten von Unterhaltung in unsere Provinz.;;The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province.;;;;;;;;;x;;
summer_fair_1;Plan a Summer Fair;Organiser un Festival d’été;Sommerfest abhalten;;Celebrar una feria de verano;;;;;;;;;x;;
summer_fair_1_desc;The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province.;Le Festival d’été est l’occasion d’attirer marchands, colporteurs et autres divertissements dans votre province.;Das Sommerfest bringt Kaufleute, fahrende Händler und allerlei Unterhalter in Eure Provinz.;;La feria de verano atrae a mercaderes, vendedores ambulantes y todo tipo de entretenimiento a tu provincia.;;;;;;;;;x;;
summer_fair_2;Plan a Summer Fair;Organiser un Festival d’été;Sommerfest abhalten;;Celebrar una feria de verano;;;;;;;;;x;;
summer_fair_2_desc;The Summer Fair brings merchants, peddlers and all sorts of entertainment to your province.;Le Festival d’été est l’occasion d’attirer marchands, colporteurs et autres divertissements dans votre province.;Das Sommerfest bringt Kaufleute, fahrende Händler und allerlei Unterhalter in Eure Provinz.;;La feria de verano atrae a mercaderes, vendedores ambulantes y todo tipo de entretenimiento a tu provincia.;;;;;;;;;x;;
TAILTEANNTITLE;Aonach Tailteann;Aonach Tailteann;Aonach Tailteann;;Aonach Tailteann;;;;;;;;;x;;
tailteann_invite;You send invitations to the Aonach;You send invitations to the Aonach;You send invitations to the Aonach;;You send invitations to the Aonach;;;;;;;;;x;;
take_loan;Take a Loan;Emprunter;Kredit nehmen;;Take a Loan;;;;;;;;;x;;
take_loan_desc;Take a five-year loan at 25% interest;Contractez un emprunt sur cinq ans à un taux d’intérêt de 25%.;Ein Fünfjahresdarlehen zu 25% Zinsen aufnehmen;;Coge un préstamo de cinco años al 25% de interés;;;;;;;;;x;;
vassalize_desc;You can force any de jure vassal to swear fealty to you.;Vous pouvez forcer n'importe quel vassal de jure à vous jurer fidélité.;Ihr könnt einen de jure Vasallen dazu erzwingen, Euch die Gefolgschaft zu schwören.;;You can force any de jure vassal to swear fealty to you.;;;;;;;x;;;;
vassal_blinding_decision_persian;As [Root.GetSheHe] is your prisoner, you may give the order to permanently blind [Root.GetTitledFirstName] and then setting [Root.GetHerHim] free. This is a common Persian way of dealing with political rivals without outright killing them, as a blind [Root.GetManWoman] is of little threat to the throne;As [Root.GetSheHe] is your prisoner, you may give the order to permanently blind [Root.GetTitledFirstName] and then setting [Root.GetHerHim] free. This is a common Persian way of dealing with political rivals without outright killing them, as a blind [Root.GetManWoman] is of little threat to the throne;As [Root.GetSheHe] is your prisoner, you may give the order to permanently blind [Root.GetTitledFirstName] and then setting [Root.GetHerHim] free. This is a common Persian way of dealing with political rivals without outright killing them, as a blind [Root.GetManWoman] is of little threat to the throne;;As [Root.GetSheHe] is your prisoner, you may give the order to permanently blind [Root.GetTitledFirstName] and then setting [Root.GetHerHim] free. This is a common Persian way of dealing with political rivals without outright killing them, as a blind [Root.GetManWoman] is of little threat to the throne;;;;;;;;;x;;
