#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
RETTYPE_CUL_Ep3;Mameluke Infantry;Infanterie mamlouk;x;x;;;;;;;;;x;;
RETTYPE_CUL_Lv1;Heavy Levantine;Unité levantine lourde;x;x;;;;;;;;;x;;
RETTYPE_CUL_Lv2;Skirmish Levantine;Escarmouche levantin;x;x;;;;;;;;;x;;
RETTYPE_CUL_Lv3;Light Levantine Infantry;Infanterie levantine légère;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ar1;Heavy Anatolian Cavalry;Cavalerie anatolienne lourde;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ar2;Mixed Anatolian;Unité anatolienne mixte;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ar3;Heavy Anatolian Infantry;Infanterie anatolienne lourde;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ge1;Noble Caucasus;Nobles caucasiens;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ge2;Heavy Caucasus Infantry;Infanterie caucasienne lourde;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ge3;Caucasus Skirmishers;Escarmouche caucasienne;x;x;;;;;;;;;x;;
RETTYPE_CUL_Bz1;Byzantine Cataphract;Cataphractes byzantins;x;x;;;;;;;;;x;;
RETTYPE_CUL_Bz2;Heavy Byzantine Infantry;Infanterie byzantine lourde;x;x;;;;;;;;;x;;
RETTYPE_CUL_Bz3;Mixed Byzantine;Unité byzantine mixte;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ir1;Gallowglass;Gallóglaigh;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ir2;Kern;Kern;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ir3;Levy;Levée;x;x;;;;;;;;;x;;
RETTYPE_CUL_Et1;Ethiopian Pikemen;Piquiers éthopiens;x;x;;;;;;;;;x;;
RETTYPE_CUL_Et2;Pike and Bow;Piquiers et archers;x;x;;;;;;;;;x;;
RETTYPE_CUL_Et3;East African Skirmishers;Escarmouche est-africaine;x;x;;;;;;;;;x;;
RETTYPE_CUL_Wa1;West African Nobles;Nobles ouest-africains;x;x;;;;;;;;;x;;
RETTYPE_CUL_Wa2;West African Bowmen;Archers ouest-africains;x;x;;;;;;;;;x;;
RETTYPE_CUL_Wa3;West African Infantry;Infanterie ouest-africaine;x;x;;;;;;;;;x;;
RETTYPE_CUL_Sl1;Gusar Cavalry;Cavalerie Gusar;x;x;;;;;;;;;x;;
RETTYPE_CUL_Sl2;Gusar and Archers;Gusars et archers;x;x;;;;;;;;;x;;
RETTYPE_CUL_Sl3;Light Serbian;Unité serbe légère;x;x;;;;;;;;;x;;
RETTYPE_CUL_D1;Pike Phalanx;Phalange de piquiers;x;x;;;;;;;;;x;;
RETTYPE_CUL_D2;Pike and Archers;Piquiers et archers;x;x;;;;;;;;;x;;
RETTYPE_CUL_D3;City Militia;Milice urbaine;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ma1;Pike and Cavalry;Piquiers et cavaliers;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ma2;Pikemen and Archers;Piquiers et archers;x;x;;;;;;;;;x;;
RETTYPE_CUL_Ma3;Maghreb Skirmisher;Escarmouch maghrébine;x;x;;;;;;;;;x;;
RETTYPE_CUL_Sic1;Sicilian Nobles;Nobles siciliens;x;x;;;;;;;;;x;;
RETTYPE_CUL_Sic2;Sicilian Skirmishers;Escarmouche sicilienne;x;x;;;;;;;;;x;;
RETTYPE_CUL_Sic3;Light Sicilian;Unité siciliaine légère;x;x;;;;;;;;;x;;
good_harass_tactic; Devestating Harass Tactic;Harcèlement dévastateur;x;x;;;;;;;;;x;;
harass_tactic; Harass Tactic;Harcèlement;x;x;;;;;;;;;x;;
bad_harass_tactic; Failed Harass Tactic;Harcèlement raté;x;x;;;;;;;;;x;;
good_volley_tactic; Devestating Volley Tactic;Salve dévastatrice;x;x;;;;;;;;;x;;
volley_tactic; Volley Tactic;Salve;x;x;;;;;;;;;x;;
bad_volley_tactic; Failed Volley Tactic;Salve ratée;x;x;;;;;;;;;x;;
good_swarm_tactic; Devestating Swarm Tactic;Nuée dévastatrice;x;x;;;;;;;;;x;;
swarm_tactic; Swarm Tactic;Nuée ;x;x;;;;;;;;;x;;
bad_swarm_tactic; Failed Swarm Tactic;Nuée ratée;x;x;;;;;;;;;x;;
good_shieldwall_tactic; Devestating Shieldwall Tactic;Mur de bouclier infaillible;x;x;;;;;;;;;x;;
shieldwall_tactic; Shieldwall Tactic;Mur de bouclier;x;x;;;;;;;;;x;;
bad_shieldwall_tactic; Failed Shieldwall Tactic;Mur de bouclier poreux;x;x;;;;;;;;;x;;
good_charge_tactic; Devestating Charge Tactic;Charge dévastatrice;x;x;;;;;;;;;x;;
charge_tactic; Charge Tactic;Charge;x;x;;;;;;;;;x;;
bad_charge_tactic; Failed Charge Tactic;Charge ratée;x;x;;;;;;;;;x;;
good_melee_charge_tactic; Devestating Charge Tactic;Charge dévastatrice;x;x;;;;;;;;;x;;
melee_charge_tactic; Charge Tactic;Charge;x;x;;;;;;;;;x;;
bad_melee_charge_tactic; Failed Charge Tactic;Charge ratée;x;x;;;;;;;;;x;;
good_raid_tactic; Devestating Raid Tactic;Raid dévastateur;x;x;;;;;;;;;x;;
raid_tactic; Raid Tactic;Raid;x;x;;;;;;;;;x;;
bad_raid_tactic; Failed Raid Tactic;Raid raté;x;x;;;;;;;;;x;;
good_advance_tactic; Devestating Advance Tactic;Progression dévastatrice;x;x;;;;;;;;;x;;
advance_tactic; Advance Tactic;Progression;x;x;;;;;;;;;x;;
bad_advance_tactic; Failed Advance Tactic;Progression ratée;x;x;;;;;;;;;x;;
good_stand_fast_tactic; Devestating Standfast Tactic;Maintien de position dévastateur ;x;x;;;;;;;;;x;;
stand_fast_tactic; Standfast Tactic;Maintien de position ;x;x;;;;;;;;;x;;
bad_stand_fast_tactic; Failed Standfast Tactic;Maintien de position raté;x;x;;;;;;;;;x;;
good_longbow_volley_tactic; Devestating Longbow Volley Tactic;Salve d'archers longs dévastatrice;x;x;;;;;;;;;x;;
longbow_volley_tactic; Longbow Volley Tactic;Salve d'archers longs ;x;x;;;;;;;;;x;;
bad_longbow_volley_tactic; Failed Longbow Volley Tactic;Salve d'archers longs ratée;x;x;;;;;;;;;x;;
good_housecarl_advance_tactic; Devestating Housecarl Advance Tactic;Progression des huscarls dévastatrice;x;x;;;;;;;;;x;;
housecarl_advance_tactic;Housecarl Advance Tactic;Progression des huscarls ;x;x;;;;;;;;;x;;
bad_housecarl_advance_tactic; Failed Housecarl Advance Tactic;Progression des huscarls ratée;x;x;;;;;;;;;x;;
good_schiltron_formation_tactic; Devestating Schiltron Formation;Formation Schiltron dévastatrice;x;x;;;;;;;;;x;;
schiltron_formation_tactic;Schiltron Formation;Formation Schiltron;x;x;;;;;;;;;x;;
bad_schiltron_formation_tactic; Failed Schiltron Formation;Formation Schiltron ratée;x;x;;;;;;;;;x;;
good_dutch_pike_formation_tactic; Devestating Dutch Pike Formation;Formation de piquiers hollandais dévastatrice;x;x;;;;;;;;;x;;
dutch_pike_formation_tactic;Dutch Pike Formation;Formation de piquiers hollandais;x;x;;;;;;;;;x;;
bad_dutch_pike_formation_tactic; Failed Dutch Pike Formation;Formation de piquiers hollandais ratée;x;x;;;;;;;;;x;;
good_heavy_cav_charge_tactic; Devestating Heavy Cavalry Charge Tactic;Charge de cavalerie lourde dévastatrice;x;x;;;;;;;;;x;;
heavy_cav_charge_tactic;Heavy Cavalry Charge Tactic;Charge de cavalerie lourde;x;x;;;;;;;;;x;;
bad_heavy_cav_charge_tactic; Failed Heavy Cavalry Charge Tactic;Charge de cavalerie lourde ratée;x;x;;;;;;;;;x;;
good_horsearcher_swarm_tactic; Devestating Horse Archer Swarm Tactic;Nuée d'archers montés dévastatrice;x;x;;;;;;;;;x;;
horsearcher_swarm_tactic;Horse Archer Swarm Tactic;Nuée d'archers montés;x;x;;;;;;;;;x;;
bad_horsearcher_swarm_tactic; Failed Horse Archer Swarm Tactic;Nuée d'archers montés ratée;x;x;;;;;;;;;x;;
good_irish_raid_tactic; Devestating Irish Raid Tactic;Raid irlandais dévastateur;x;x;;;;;;;;;x;;
irish_raid_tactic;Irish Raid Tactic;Raid irlandais;x;x;;;;;;;;;x;;
bad_irish_raid_tactic; Failed Irish Raid Tactic;Raid irlandais raté;x;x;;;;;;;;;x;;
good_italian_militia_tactic; Devestating Italian Militia Formation;Formation de milice italienne dévastatrice;x;x;;;;;;;;;x;;
italian_militia_tactic;Italian Militia Formation;Formation de milice italienne;x;x;;;;;;;;;x;;
bad_italian_militia_tactic; Failed Italian Miltia Formation;Formation de milice italienne ratée;x;x;;;;;;;;;x;;
good_swift_russian_advance_tactic; Devestating Swift Russian Advance Tactic;Progression russe rapide dévastatrice;x;x;;;;;;;;;x;;
swift_russian_advance_tactic;Swift Russian Advance Tactic;Progression russe rapide;x;x;;;;;;;;;x;;
bad_swift_russian_advance_tactic; Failed Swift Russian Advance Tactic;Progression russe rapide ratée;x;x;;;;;;;;;x;;
good_missile_onslaught_tactic; Devestating Missile Onslaught Tactic;Assaut fulgurant dévastateur;x;x;;;;;;;;;x;;
missile_onslaught_tactic;Missile Onslaught Tactic;Assaut fulgurant;x;x;;;;;;;;;x;;
bad_missile_onslaught_tactic; Failed Missile Onslaught Tactic;Assaut fulgurant ratée;x;x;;;;;;;;;x;;
good_hungarian_cav_swarm_tactic; Devestating Hungarian Cavalry Swarm Tactic;Cavalerie hongroise en essaim dévastatrice;x;x;;;;;;;;;x;;
hungarian_cav_swarm_tactic;Hungarian Cavalry Swarm Tactic;Cavalerie hongroise en essaim ;x;x;;;;;;;;;x;;
bad_hungarian_cav_swarm_tactic; Failed Hungarian Cavalry Swarm Tactic;Cavalerie hongroise en essaim ratée;x;x;;;;;;;;;x;;
good_caballero_raid_tactic; Devestating Caballero Raid Tactic;Raid des caballeros dévastateur;x;x;;;;;;;;;x;;
caballero_raid_tactic;Caballero Raid Tactic;Raid des caballeros;x;x;;;;;;;;;x;;
bad_caballero_raid_tactic; Failed Caballero Raid Tactic;Raid des caballeros raté;x;x;;;;;;;;;x;;
good_mass_skirmish_tactic; Devestating Mass Skirmish Tactic;Escarmouche de masse dévastatrice;x;x;;;;;;;;;x;;
mass_skirmish_tactic;Mass Skirmish Tactic;Escarmouche de masse;x;x;;;;;;;;;x;;
bad_mass_skirmish_tactic; Failed Mass Skirmish Tactic;Escarmouche de masse ratée;x;x;;;;;;;;;x;;
good_baltic_infantry_tactic; Devestating Baltic Infantry Raid Tactic;Raid d'infanterie balte dévastateur;x;x;;;;;;;;;x;;
baltic_infantry_tactic;Baltic Infantry Raid Tactic;Raid d'infanterie balte ;x;x;;;;;;;;;x;;
bad_baltic_infantry_tactic; Failed Baltic Infantry Raid Tactic;Raid d'infanterie balte raté;x;x;;;;;;;;;x;;
good_caucasus_advance_tactic; Devestating Caucasus Advance Tactic;Progression caucasienne dévastatrice;x;x;;;;;;;;;x;;
caucasus_advance_tactic;Caucasus Advance Tactic;Progression caucasienne;x;x;;;;;;;;;x;;
bad_caucasus_advance_tactic; Failed Caucasus Advance Tactic;Progression caucasienne ratée;x;x;;;;;;;;;x;;
good_eastern_heavy_cav_charge_tactic; Devestating Eastern Heavy Cavalry Charge Tactic;Charge de cavalerie lourde orientale dévastatrice;x;x;;;;;;;;;x;;
eastern_heavy_cav_charge_tactic;Eastern Heavy Cavalry Charge Tactic;Charge de cavalerie lourde orientale;x;x;;;;;;;;;x;;
bad_eastern_heavy_cav_charge_tactic; Failed Eastern Heavy Cavalry Charge Tactic;Charge de cavalerie lourde orientale;x;x;;;;;;;;;x;;
good_embolon_formation_tactic; Devestating Embolon Formation;Formation Embolon dévastatrice;x;x;;;;;;;;;x;;
embolon_formation_tactic;Embolon Formation;Formation Embolon;x;x;;;;;;;;;x;;
bad_embolon_formation_tactic; Failed Embolon Formation;Formation Embolon ratée;x;x;;;;;;;;;x;;
good_pike_square_tactic; Devestating Pike Square Formation;Carré de piquiers dévastateur;x;x;;;;;;;;;x;;
pike_square_tactic;Pike Square Formation;Carré de piquiers;x;x;;;;;;;;;x;;
bad_pike_square_tactic; Failed Pike Square Formation;Carré de piquiers raté;x;x;;;;;;;;;x;;
good_light_infantry_assault_tactic; Devestating Light Infantry Assault Tactic;Assaut d'infanterie légère dévastateur;x;x;;;;;;;;;x;;
light_infantry_assault_tactic;Light Infantry Assault Tactic;Assaut d'infanterie légère;x;x;;;;;;;;;x;;
bad_light_infantry_assault_tactic; Failed Light Infantry Assault Tactic;Assaut d'infanterie légère raté;x;x;;;;;;;;;x;;
good_mameluke_charge_tactic; Devestating Mameluke Charge Tactic;Charge de Mamelouks dévastatrice;x;x;;;;;;;;;x;;
mameluke_charge_tactic;Mameluke Charge Tactic;Charge de Mamelouks;x;x;;;;;;;;;x;;
bad_mameluke_charge_tactic; Failed Mameluke Charge Tactic;Charge de Mamelouks ratée;x;x;;;;;;;;;x;;
good_light_cavalry_strike_tactic; Devestating Light Cavalry Strike Tactic;Frappe de cavalerie légère dévastatrice;x;x;;;;;;;;;x;;
light_cavalry_strike_tactic;Light Cavalry Strike Tactic;Frappe de cavalerie légère;x;x;;;;;;;;;x;;
bad_light_cavalry_strike_tactic; Failed Light Cavalry Strike Tactic;Frappe de cavalerie légère ratée;x;x;;;;;;;;;x;;
good_levantine_advance_tactic; Devestating Levantine Advance Tactic;Avancée Levantine dévastatrice;x;x;;;;;;;;;x;;
levantine_advance_tactic;Levantine Advance Tactic;Avancée Levantine;x;x;;;;;;;;;x;;
bad_levantine_advance_tactic; Failed Levantine Advance Tactic;Avancée Levantine ratée;x;x;;;;;;;;;x;;
good_saracen_archer_volley_tactic; Devestating Saracen Archer Volley Tactic;Salves d'archers sarrasins dévastatrice;x;x;;;;;;;;;x;;
saracen_archer_volley_tactic;Saracen Archer Volley Tactic;Salves d'archers sarrasins;x;x;;;;;;;;;x;;
bad_saracen_archer_volley_tactic; Failed Saracen Archer Volley Tactic;Salves d'archers sarrasins ratée;x;x;;;;;;;;;x;;
ca_army_barracks_1_desc;Houses heavy infantry and gives a small garrison bonus. Disables all other 'Army' building types;x;x;x;;;;;;;;;x;;
ca_army_drilling_1_desc;Houses light infantry and gives a large garrison bonus. Disables all other 'Army' building types;x;x;x;;;;;;;;;x;;
ca_fort_1_desc;Upgrades your castle defenses and is nessessary to unlock higher tier buildings;x;x;x;;;;;;;;;x;;
ca_fort_2_desc;Upgrades your castle defenses and unlocks Tier 2 buildings;x;x;x;;;;;;;;;x;;
ca_fort_3_desc;Upgrades your castle defenses and unlocks Tier 3 buildings;x;x;x;;;;;;;;;x;;
ca_fort_4_desc;Upgrades your castle defenses and unlocks Tier 4 buildings;x;x;x;;;;;;;;;x;;
ca_fort_5_desc;Upgrades your castle defenses and unlocks Tier 5 buildings;x;x;x;;;;;;;;;x;;
ca_fort_mob_1_desc;Adds province defense. Recruits light cav & heavy infantry. Disables all other 'Fort' buildings;x;x;x;;;;;;;;;x;;
ca_fort_def_1_desc;Adds heavy province defense. Recruits archers. Disables all other 'Fort' building types;x;x;x;;;;;;;;;x;;
ca_econ_town_1_desc;Provides high income & pikemen. Disables other 'Econ' building types;x;x;x;;;;;;;;;x;;
ca_econ_peasant_1_desc;Provides medium income. Recruits light infantry & archers. Disables other 'Econ' building types;x;x;x;;;;;;;;;x;;
ca_econ_feudal_1_desc;Provides low income & troop morale. Recruits heavy cavalry. Disables other 'Econ' building types;x;x;x;;;;;;;;;x;;
ca_econ_trade_1_desc;Provides medium income & tech bonuses. Recruits light cavalry. Disables other 'Econ' building types;x;x;x;;;;;;;;;x;;
